,object detected,requestid,model,resolution,contrast,sharpness,brightness,saturation,noise,blur,image id,correctly detect,true class
100,[],518ba454-433e-42d3-849b-5320390b86a8,yolov5n,"[640, 427]",1932.65,1932.65,160.39,75.27,43.48507025761124,1932.6452005235044,953262953_340a098204_z_degraded.jpg,0,car
101,"[['train', 0.32218143343925476]]",518ba454-433e-42d3-849b-5320390b86a8,yolov8n,"[640, 427]",1932.65,1932.65,160.39,75.27,43.48507025761124,1932.6452005235044,953262953_340a098204_z_degraded.jpg,0,car
102,[],68d9f43b-597c-4509-9069-9bad56a6c725,yolov5n,"[640, 480]",6084.35,6084.35,157.01,99.83,37.11295572916667,6084.350877339638,7035751851_15d745cf2c_z_degraded.jpg,0,car
103,"[['car', 0.8568466901779175], ['car', 0.7468275427818298]]",68d9f43b-597c-4509-9069-9bad56a6c725,yolov8n,"[640, 480]",6084.35,6084.35,157.01,99.83,37.11295572916667,6084.350877339638,7035751851_15d745cf2c_z_degraded.jpg,1,car
104,[],bab617fa-4862-490e-9cb6-95651d0d4a22,yolov5n,"[640, 419]",377.53,377.53,156.45,85.66,31.131414081145586,377.52773943210036,7019541657_00e6c7a645_z_degraded.jpg,0,cat
105,"[['cat', 0.8837315440177917]]",bab617fa-4862-490e-9cb6-95651d0d4a22,yolov8n,"[640, 419]",377.53,377.53,156.45,85.66,31.131414081145586,377.52773943210036,7019541657_00e6c7a645_z_degraded.jpg,1,cat
106,[],da143461-684a-4f40-a359-04367053b82c,yolov5n,"[640, 480]",7343.82,7343.82,145.1,107.1,46.477864583333336,7343.822931529141,14652913468_5d3b2a39f1_z_degraded.jpg,0,bicycle
107,"[['bicycle', 0.4100296199321747]]",da143461-684a-4f40-a359-04367053b82c,yolov8n,"[640, 480]",7343.82,7343.82,145.1,107.1,46.477864583333336,7343.822931529141,14652913468_5d3b2a39f1_z_degraded.jpg,1,bicycle
108,[],a8e4f99b-0efa-4a6a-9472-a12e50707b1f,yolov5n,"[640, 640]",6430.12,6430.12,163.15,131.26,32.18408203125,6430.1167957237,21376683791_d98acff014_z_degraded.jpg,0,bicycle
109,"[['bicycle', 0.5675443410873413], ['bicycle', 0.3169373869895935]]",a8e4f99b-0efa-4a6a-9472-a12e50707b1f,yolov8n,"[640, 640]",6430.12,6430.12,163.15,131.26,32.18408203125,6430.1167957237,21376683791_d98acff014_z_degraded.jpg,1,bicycle
110,"[['bicycle', 0.8660117387771606], ['person', 0.7777686715126038], ['bicycle', 0.7724316120147705], ['bicycle', 0.7393556237220764], ['person', 0.6080086827278137], ['backpack', 0.4578053653240204], ['person', 0.26886439323425293]]",97b0e066-7ac0-4e6c-86ff-a0c73ed13e35,yolov5n,"[640, 425]",2416.19,2416.19,208.39,41.8,54.147058823529406,2416.1883645395765,7417962302_a50fc8eb6b_z_degraded.jpg,1,bicycle
111,"[['bicycle', 0.920866847038269], ['bicycle', 0.8994132876396179], ['person', 0.7940368056297302], ['person', 0.7298470139503479], ['bicycle', 0.6623388528823853], ['bicycle', 0.5842531323432922], ['backpack', 0.46069857478141785]]",97b0e066-7ac0-4e6c-86ff-a0c73ed13e35,yolov8n,"[640, 425]",2416.19,2416.19,208.39,41.8,54.147058823529406,2416.1883645395765,7417962302_a50fc8eb6b_z_degraded.jpg,1,bicycle
112,[],d43fe464-f2a4-4301-87b4-e238d1cb39cf,yolov5n,"[639, 472]",861.41,861.41,128.52,173.46,16.100368690485663,861.4056592156699,258460789_c4baeb300a_z_degraded.jpg,0,cat
113,"[['cat', 0.8662283420562744], ['cat', 0.6916358470916748]]",d43fe464-f2a4-4301-87b4-e238d1cb39cf,yolov8n,"[639, 472]",861.41,861.41,128.52,173.46,16.100368690485663,861.4056592156699,258460789_c4baeb300a_z_degraded.jpg,1,cat
114,"[['bear', 0.3521501421928406]]",cb8b87b5-9019-4272-83a1-910bcf0df8c1,yolov5n,"[640, 550]",1361.79,1361.79,192.97,108.77,32.47159090909091,1361.7871551136045,204668081_9bb000df17_z_degraded.jpg,0,dog
115,"[['bear', 0.5913020372390747]]",cb8b87b5-9019-4272-83a1-910bcf0df8c1,yolov8n,"[640, 550]",1361.79,1361.79,192.97,108.77,32.47159090909091,1361.7871551136045,204668081_9bb000df17_z_degraded.jpg,0,dog
116,"[['truck', 0.5157074332237244]]",1d2286b8-1d97-442a-807e-aad2b6d4b5af,yolov5n,"[640, 450]",4589.19,4589.19,142.79,58.8,58.569791666666674,4589.1861239617565,7110476047_267467ee68_z_degraded.jpg,0,car
117,"[['car', 0.7959734201431274], ['car', 0.5380504131317139], ['truck', 0.45267483592033386], ['parking meter', 0.3565295934677124]]",1d2286b8-1d97-442a-807e-aad2b6d4b5af,yolov8n,"[640, 450]",4589.19,4589.19,142.79,58.8,58.569791666666674,4589.1861239617565,7110476047_267467ee68_z_degraded.jpg,1,car
118,[],99986602-b917-4117-be8d-2e14d74dbe45,yolov5n,"[640, 427]",1585.07,1585.07,116.3,128.88,33.300644028103044,1585.0668645025653,14711690133_019fe56eb5_z_degraded.jpg,0,cat
119,"[['cat', 0.823798656463623]]",99986602-b917-4117-be8d-2e14d74dbe45,yolov8n,"[640, 427]",1585.07,1585.07,116.3,128.88,33.300644028103044,1585.0668645025653,14711690133_019fe56eb5_z_degraded.jpg,1,cat
120,[],d2272a8d-2729-4446-93ed-e482c64a465b,yolov5n,"[640, 480]",4950.17,4950.17,161.03,92.58,35.417317708333336,4950.170030564881,104222040_c20f16bbc0_z_degraded.jpg,0,dog
121,"[['umbrella', 0.311424195766449]]",d2272a8d-2729-4446-93ed-e482c64a465b,yolov8n,"[640, 480]",4950.17,4950.17,161.03,92.58,35.417317708333336,4950.170030564881,104222040_c20f16bbc0_z_degraded.jpg,0,dog
122,[],7daa17d0-9a69-4508-965b-0a18b1ed7bff,yolov5n,"[640, 480]",2904.09,2904.09,215.67,88.64,42.858723958333336,2904.09214725541,4018061968_3e03b2e96f_z_degraded.jpg,0,dog
123,"[['dog', 0.5899553894996643]]",7daa17d0-9a69-4508-965b-0a18b1ed7bff,yolov8n,"[640, 480]",2904.09,2904.09,215.67,88.64,42.858723958333336,2904.09214725541,4018061968_3e03b2e96f_z_degraded.jpg,1,dog
124,[],01495027-fc5b-4be8-88f1-cf506cc1eaa1,yolov5n,"[640, 428]",396.15,396.15,152.04,69.14,54.483425817757,396.1468208770258,12988804124_bbea6d94c0_z_degraded.jpg,0,cat
125,"[['cat', 0.5208237767219543]]",01495027-fc5b-4be8-88f1-cf506cc1eaa1,yolov8n,"[640, 428]",396.15,396.15,152.04,69.14,54.483425817757,396.1468208770258,12988804124_bbea6d94c0_z_degraded.jpg,1,cat
126,[],c6786988-c3bc-42db-8dab-e9dec09b9f5e,yolov5n,"[640, 480]",1322.09,1322.09,202.94,34.65,59.47916666666667,1322.091863973141,6924362656_d86bedc2e4_z_degraded.jpg,0,cat
127,"[['bear', 0.6476972103118896], ['cat', 0.6199509501457214]]",c6786988-c3bc-42db-8dab-e9dec09b9f5e,yolov8n,"[640, 480]",1322.09,1322.09,202.94,34.65,59.47916666666667,1322.091863973141,6924362656_d86bedc2e4_z_degraded.jpg,1,cat
128,"[['clock', 0.380845308303833], ['clock', 0.30502885580062866], ['bicycle', 0.28156089782714844]]",342ae4ff-f4ea-47ca-b556-0cc02f773aec,yolov5n,"[287, 640]",5545.22,5545.22,228.33,9.73,84.19479529616724,5545.221791977545,1553312291_c0cae48a37_z_degraded.jpg,1,bicycle
129,"[['clock', 0.5558452010154724], ['clock', 0.33238551020622253]]",342ae4ff-f4ea-47ca-b556-0cc02f773aec,yolov8n,"[287, 640]",5545.22,5545.22,228.33,9.73,84.19479529616724,5545.221791977545,1553312291_c0cae48a37_z_degraded.jpg,0,bicycle
130,"[['elephant', 0.28867289423942566]]",71f08aa6-785f-4a35-813f-c31a129202e8,yolov5n,"[554, 640]",1671.97,1671.97,165.01,103.51,14.359487815884474,1671.9732088517596,16086668084_0d1665cda4_z_degraded.jpg,0,dog
131,"[['bird', 0.5114556550979614]]",71f08aa6-785f-4a35-813f-c31a129202e8,yolov8n,"[554, 640]",1671.97,1671.97,165.01,103.51,14.359487815884474,1671.9732088517596,16086668084_0d1665cda4_z_degraded.jpg,0,dog
132,"[['bear', 0.6397754549980164]]",73f06dec-d069-4956-bf34-c4bc7b88e7ba,yolov5n,"[640, 480]",172.14,172.14,227.13,39.68,69.8740234375,172.13919228447807,5290576324_881daf8265_z_degraded.jpg,0,dog
133,"[['dog', 0.7624503374099731], ['bear', 0.41175565123558044]]",73f06dec-d069-4956-bf34-c4bc7b88e7ba,yolov8n,"[640, 480]",172.14,172.14,227.13,39.68,69.8740234375,172.13919228447807,5290576324_881daf8265_z_degraded.jpg,1,dog
134,"[['elephant', 0.379029244184494]]",7a665600-ae0c-400b-9dbd-8328e2b8b027,yolov5n,"[640, 426]",2655.24,2655.24,168.74,102.47,34.9787265258216,2655.2414494719155,3812603979_2102c37672_z_degraded.jpg,0,dog
135,"[['elephant', 0.7072307467460632], ['elephant', 0.5652706027030945]]",7a665600-ae0c-400b-9dbd-8328e2b8b027,yolov8n,"[640, 426]",2655.24,2655.24,168.74,102.47,34.9787265258216,2655.2414494719155,3812603979_2102c37672_z_degraded.jpg,0,dog
136,"[['clock', 0.72685706615448], ['clock', 0.6723145842552185], ['clock', 0.6101834774017334], ['clock', 0.5027915239334106], ['person', 0.45511385798454285], ['person', 0.4240521192550659], ['clock', 0.381700336933136], ['clock', 0.2814026176929474]]",e870809c-9758-4d74-a5b0-71eb5c129d5c,yolov5n,"[640, 427]",4976.5,4976.5,75.49,78.73,33.29625292740047,4976.496809579636,9688658716_4b3e9c618c_z_degraded.jpg,0,bicycle
137,"[['person', 0.9258922934532166], ['person', 0.8134649991989136]]",e870809c-9758-4d74-a5b0-71eb5c129d5c,yolov8n,"[640, 427]",4976.5,4976.5,75.49,78.73,33.29625292740047,4976.496809579636,9688658716_4b3e9c618c_z_degraded.jpg,0,bicycle
138,"[['person', 0.7326748371124268], ['person', 0.6855360865592957], ['person', 0.5117706060409546]]",5b263158-9b04-43b6-895e-3f38b9383cfc,yolov5n,"[471, 594]",2110.37,2110.37,194.69,53.44,39.7292100052185,2110.371642057983,8488918795_f8ba7dabb6_z_degraded.jpg,1,person
139,"[['person', 0.8800073266029358], ['person', 0.8711310029029846], ['person', 0.8679828643798828]]",5b263158-9b04-43b6-895e-3f38b9383cfc,yolov8n,"[471, 594]",2110.37,2110.37,194.69,53.44,39.7292100052185,2110.371642057983,8488918795_f8ba7dabb6_z_degraded.jpg,1,person
140,"[['elephant', 0.38278859853744507]]",133bae43-97e4-4b15-bc17-5ab49661307c,yolov5n,"[640, 424]",656.87,656.87,168.55,107.97,33.490566037735846,656.8725323423315,5589760101_cf3ec6080e_z_degraded.jpg,0,dog
141,"[['person', 0.39697277545928955], ['elephant', 0.28630271553993225]]",133bae43-97e4-4b15-bc17-5ab49661307c,yolov8n,"[640, 424]",656.87,656.87,168.55,107.97,33.490566037735846,656.8725323423315,5589760101_cf3ec6080e_z_degraded.jpg,0,dog
142,[],196b4d16-a0af-4ee7-8caf-fbda53c432bf,yolov5n,"[640, 427]",11270.76,11270.76,154.82,35.49,44.31425644028103,11270.757507511964,2166320847_63a04a9303_z_degraded.jpg,0,car
143,"[['truck', 0.3708055019378662]]",196b4d16-a0af-4ee7-8caf-fbda53c432bf,yolov8n,"[640, 427]",11270.76,11270.76,154.82,35.49,44.31425644028103,11270.757507511964,2166320847_63a04a9303_z_degraded.jpg,0,car
144,[],8a32d601-f2aa-481d-ba75-afe862581fb9,yolov5n,"[639, 428]",211.94,211.94,224.1,43.37,69.90624954294825,211.9429123250703,3029397040_d35cf11083_z_degraded.jpg,0,cat
145,"[['cat', 0.6857980489730835]]",8a32d601-f2aa-481d-ba75-afe862581fb9,yolov8n,"[639, 428]",211.94,211.94,224.1,43.37,69.90624954294825,211.9429123250703,3029397040_d35cf11083_z_degraded.jpg,1,cat
146,[],4194be21-b768-4292-980f-07e62e938d52,yolov5n,"[640, 427]",169.62,169.62,187.41,109.3,24.605532786885245,169.61676512002123,1240686712_fbccf26b7f_z_degraded.jpg,0,cat
147,"[['cat', 0.32255369424819946]]",4194be21-b768-4292-980f-07e62e938d52,yolov8n,"[640, 427]",169.62,169.62,187.41,109.3,24.605532786885245,169.61676512002123,1240686712_fbccf26b7f_z_degraded.jpg,1,cat
148,[],b64eb25b-3dbd-4848-9889-895ca93ce67b,yolov5n,"[640, 427]",169.62,169.62,187.41,109.3,24.605532786885245,169.61676512002123,1240686712_fbccf26b7f_z_degraded.jpg,0,cat
149,"[['cat', 0.32255369424819946]]",b64eb25b-3dbd-4848-9889-895ca93ce67b,yolov8n,"[640, 427]",169.62,169.62,187.41,109.3,24.605532786885245,169.61676512002123,1240686712_fbccf26b7f_z_degraded.jpg,1,cat
150,[],eed53174-d1d7-46ca-9a6c-50fbe49fdbb6,yolov5n,"[640, 427]",1585.07,1585.07,116.3,128.88,33.300644028103044,1585.0668645025653,14711690133_019fe56eb5_z_degraded.jpg,0,cat
151,"[['cat', 0.823798656463623]]",eed53174-d1d7-46ca-9a6c-50fbe49fdbb6,yolov8n,"[640, 427]",1585.07,1585.07,116.3,128.88,33.300644028103044,1585.0668645025653,14711690133_019fe56eb5_z_degraded.jpg,1,cat
152,"[['car', 0.3068976104259491]]",802caf75-8fa6-4a95-b629-731c1e06f3c8,yolov5n,"[640, 424]",4394.45,4394.45,155.67,103.5,24.12219929245283,4394.450397939658,48901634_c792cbab58_z_degraded.jpg,1,car
153,"[['fire hydrant', 0.7162056565284729], ['car', 0.6488690972328186], ['person', 0.330233633518219]]",802caf75-8fa6-4a95-b629-731c1e06f3c8,yolov8n,"[640, 424]",4394.45,4394.45,155.67,103.5,24.12219929245283,4394.450397939658,48901634_c792cbab58_z_degraded.jpg,1,car
154,[],adc12297-ec49-4a3f-bdb4-2098c48944e6,yolov5n,"[640, 427]",1932.65,1932.65,160.39,75.27,43.48507025761124,1932.6452005235044,953262953_340a098204_z_degraded.jpg,0,car
155,"[['train', 0.32218143343925476]]",adc12297-ec49-4a3f-bdb4-2098c48944e6,yolov8n,"[640, 427]",1932.65,1932.65,160.39,75.27,43.48507025761124,1932.6452005235044,953262953_340a098204_z_degraded.jpg,0,car
156,[],6e3a8a42-e503-4dfb-b08d-585c3bfe7059,yolov5n,"[612, 612]",3021.69,3021.69,189.48,70.7,52.106294587551794,3021.6860505511886,8526465743_29a9320d16_z_degraded.jpg,0,cat
157,"[['person', 0.46648916602134705]]",6e3a8a42-e503-4dfb-b08d-585c3bfe7059,yolov8n,"[612, 612]",3021.69,3021.69,189.48,70.7,52.106294587551794,3021.6860505511886,8526465743_29a9320d16_z_degraded.jpg,0,cat
158,[],68003bd5-35f5-49cc-9d72-7a3c00e77f88,yolov5n,"[640, 400]",3311.31,3311.31,139.59,127.89,18.509765625,3311.3139241893155,20795376805_7d3aabfce1_z_degraded.jpg,0,car
159,"[['car', 0.3774647116661072], ['boat', 0.2600993812084198]]",68003bd5-35f5-49cc-9d72-7a3c00e77f88,yolov8n,"[640, 400]",3311.31,3311.31,139.59,127.89,18.509765625,3311.3139241893155,20795376805_7d3aabfce1_z_degraded.jpg,1,car
160,[],f484ef60-eac2-4a3c-9480-4abcdcc05902,yolov5n,"[639, 600]",2010.37,2010.37,205.69,99.66,35.40114762649974,2010.3740554261574,14869105327_a74f23fa8a_z_degraded.jpg,0,dog
161,"[['dog', 0.6433910131454468]]",f484ef60-eac2-4a3c-9480-4abcdcc05902,yolov8n,"[639, 600]",2010.37,2010.37,205.69,99.66,35.40114762649974,2010.3740554261574,14869105327_a74f23fa8a_z_degraded.jpg,1,dog
162,"[['potted plant', 0.6806005239486694]]",4da5cb46-5e56-40b0-9a2b-9ba9090cd92f,yolov5n,"[480, 640]",4363.83,4363.83,191.02,59.7,55.00000000000001,4363.828033675088,2667833832_bf9ddddac5_z_degraded.jpg,0,cat
163,"[['potted plant', 0.7837656736373901]]",4da5cb46-5e56-40b0-9a2b-9ba9090cd92f,yolov8n,"[480, 640]",4363.83,4363.83,191.02,59.7,55.00000000000001,4363.828033675088,2667833832_bf9ddddac5_z_degraded.jpg,0,cat
164,"[['car', 0.8373548984527588], ['person', 0.7956330180168152], ['boat', 0.5324157476425171]]",0377d31e-edc8-459b-818c-e6c567883867,yolov5n,"[640, 480]",1219.75,1219.75,206.6,23.43,50.983723958333336,1219.7501627360027,432591931_4789d0f0f1_z_degraded.jpg,1,car
165,"[['car', 0.9010158181190491], ['car', 0.8280607461929321], ['person', 0.773220419883728], ['truck', 0.32583460211753845]]",0377d31e-edc8-459b-818c-e6c567883867,yolov8n,"[640, 480]",1219.75,1219.75,206.6,23.43,50.983723958333336,1219.7501627360027,432591931_4789d0f0f1_z_degraded.jpg,1,car
166,"[['clock', 0.43923264741897583]]",3b8c506d-9e1d-46a6-a752-85a27dc89391,yolov5n,"[640, 302]",5376.97,5376.97,134.7,69.32,26.430049668874172,5376.971448976137,342659307_d5d9d36af5_z_degraded.jpg,0,car
167,"[['person', 0.5540209412574768], ['person', 0.3196476399898529], ['train', 0.316317081451416]]",3b8c506d-9e1d-46a6-a752-85a27dc89391,yolov8n,"[640, 302]",5376.97,5376.97,134.7,69.32,26.430049668874172,5376.971448976137,342659307_d5d9d36af5_z_degraded.jpg,0,car
168,"[['person', 0.3096364736557007]]",dcc4b8a5-cc89-4476-bfd0-b8ff7e4c17f0,yolov5n,"[480, 640]",1485.59,1485.59,167.56,81.59,40.791015625,1485.586917825953,7192116992_5447de0caa_z_degraded.jpg,1,person
169,"[['person', 0.5958284735679626]]",dcc4b8a5-cc89-4476-bfd0-b8ff7e4c17f0,yolov8n,"[480, 640]",1485.59,1485.59,167.56,81.59,40.791015625,1485.586917825953,7192116992_5447de0caa_z_degraded.jpg,1,person
170,"[['person', 0.8090300559997559], ['dog', 0.7650793194770813], ['chair', 0.6696086525917053], ['person', 0.3515091836452484]]",da368fc2-de5d-401c-a88e-00ccbc30c120,yolov5n,"[639, 548]",10586.22,10586.22,191.69,79.39,64.66222313605886,10586.221510046546,3462334590_2b8f39c540_z_degraded.jpg,1,dog
171,"[['person', 0.8749930262565613], ['dog', 0.7693174481391907], ['person', 0.2842981517314911]]",da368fc2-de5d-401c-a88e-00ccbc30c120,yolov8n,"[639, 548]",10586.22,10586.22,191.69,79.39,64.66222313605886,10586.221510046546,3462334590_2b8f39c540_z_degraded.jpg,1,dog
172,"[['bicycle', 0.5189948081970215], ['bicycle', 0.34511253237724304], ['bicycle', 0.2863137722015381]]",a642652e-7a14-40c4-8692-a21b1f25a82b,yolov5n,"[640, 478]",3985.97,3985.97,174.18,72.25,35.79955543933055,3985.969878334776,6076857457_7a06e6ab35_z_degraded.jpg,1,bicycle
173,"[['bicycle', 0.8503802418708801], ['bicycle', 0.5524576306343079], ['bicycle', 0.27617207169532776], ['bicycle', 0.2602653205394745]]",a642652e-7a14-40c4-8692-a21b1f25a82b,yolov8n,"[640, 478]",3985.97,3985.97,174.18,72.25,35.79955543933055,3985.969878334776,6076857457_7a06e6ab35_z_degraded.jpg,1,bicycle
174,"[['person', 0.801052987575531], ['person', 0.7290741801261902], ['person', 0.657056450843811], ['person', 0.6442494988441467], ['person', 0.5450038909912109]]",d1df3702-ce2d-4055-9d3b-7daf4681b901,yolov5n,"[640, 480]",1211.81,1211.81,75.14,178.58,28.755533854166664,1211.8106772159895,4282546783_10b5e0a62e_z_degraded.jpg,1,person
175,"[['person', 0.9536833167076111], ['person', 0.6834377646446228], ['person', 0.6596798896789551], ['person', 0.5395727753639221], ['person', 0.48953184485435486], ['person', 0.4786566495895386], ['person', 0.4547625482082367], ['person', 0.39755359292030334], ['person', 0.3009777367115021], ['handbag', 0.27261680364608765]]",d1df3702-ce2d-4055-9d3b-7daf4681b901,yolov8n,"[640, 480]",1211.81,1211.81,75.14,178.58,28.755533854166664,1211.8106772159895,4282546783_10b5e0a62e_z_degraded.jpg,1,person
176,"[['person', 0.7600971460342407]]",8ff456bb-f7d2-4e0b-89b9-77f50c1c695c,yolov5n,"[640, 480]",4906.4,4906.4,138.57,102.81,38.459635416666664,4906.396439843751,4370423313_49f3722e85_z_degraded.jpg,0,car
177,"[['person', 0.684910774230957], ['car', 0.3980782628059387]]",8ff456bb-f7d2-4e0b-89b9-77f50c1c695c,yolov8n,"[640, 480]",4906.4,4906.4,138.57,102.81,38.459635416666664,4906.396439843751,4370423313_49f3722e85_z_degraded.jpg,1,car
178,[],d0262d26-7917-4639-9b53-59dabcd671b7,yolov5n,"[640, 477]",2362.73,2362.73,105.48,123.81,37.49606918238994,2362.734813247536,11709285374_bbb0e09e4e_z_degraded.jpg,0,dog
179,[],d0262d26-7917-4639-9b53-59dabcd671b7,yolov8n,"[640, 477]",2362.73,2362.73,105.48,123.81,37.49606918238994,2362.734813247536,11709285374_bbb0e09e4e_z_degraded.jpg,0,dog
180,"[['person', 0.7721737623214722], ['person', 0.6750852465629578], ['person', 0.6269283294677734], ['handbag', 0.26808494329452515]]",495bd6db-663f-4c5e-b3e3-c7b42c85cd6a,yolov5n,"[640, 480]",7176.31,7176.31,164.98,80.13,32.767578125,7176.31400452693,19474810921_d2f23de0fc_z_degraded.jpg,0,bicycle
181,"[['person', 0.838706374168396], ['person', 0.8335882425308228], ['person', 0.7421278953552246], ['chair', 0.28818610310554504], ['chair', 0.27880775928497314]]",495bd6db-663f-4c5e-b3e3-c7b42c85cd6a,yolov8n,"[640, 480]",7176.31,7176.31,164.98,80.13,32.767578125,7176.31400452693,19474810921_d2f23de0fc_z_degraded.jpg,0,bicycle
182,"[['person', 0.32920023798942566]]",dd33a382-dcf8-403a-ae9c-d87a4fac20c3,yolov5n,"[402, 639]",1767.59,1767.59,199.6,14.08,61.53855137458248,1767.5878243123414,8922688952_9cacbffe29_z_degraded.jpg,1,person
183,"[['person', 0.7364538311958313]]",dd33a382-dcf8-403a-ae9c-d87a4fac20c3,yolov8n,"[402, 639]",1767.59,1767.59,199.6,14.08,61.53855137458248,1767.5878243123414,8922688952_9cacbffe29_z_degraded.jpg,1,person
184,"[['person', 0.5186931490898132]]",26277671-34b2-4635-ba81-da9e438e0ff5,yolov5n,"[427, 640]",1058.51,1058.51,220.08,47.63,65.50241510538642,1058.5094032539994,8031274301_1d9bc9b665_z_degraded.jpg,1,person
185,"[['person', 0.8011122941970825], ['person', 0.3700561821460724], ['tie', 0.29085496068000793]]",26277671-34b2-4635-ba81-da9e438e0ff5,yolov8n,"[427, 640]",1058.51,1058.51,220.08,47.63,65.50241510538642,1058.5094032539994,8031274301_1d9bc9b665_z_degraded.jpg,1,person
186,"[['person', 0.40799301862716675]]",385c6b5e-ff2f-44be-90ec-5d99afb14caf,yolov5n,"[640, 427]",13047.36,13047.36,171.16,54.92,71.78790983606558,13047.363374995683,9057859369_5a432fdfe1_z_degraded.jpg,0,car
187,"[['truck', 0.4923039972782135], ['person', 0.4317609667778015], ['person', 0.42154935002326965]]",385c6b5e-ff2f-44be-90ec-5d99afb14caf,yolov8n,"[640, 427]",13047.36,13047.36,171.16,54.92,71.78790983606558,13047.363374995683,9057859369_5a432fdfe1_z_degraded.jpg,0,car
188,"[['car', 0.3068976104259491]]",b0ca9e69-48d4-4772-b5ce-00df904371ca,yolov5n,"[640, 424]",4394.45,4394.45,155.67,103.5,24.12219929245283,4394.450397939658,48901634_c792cbab58_z_degraded.jpg,1,car
189,"[['fire hydrant', 0.7162056565284729], ['car', 0.6488690972328186], ['person', 0.330233633518219]]",b0ca9e69-48d4-4772-b5ce-00df904371ca,yolov8n,"[640, 424]",4394.45,4394.45,155.67,103.5,24.12219929245283,4394.450397939658,48901634_c792cbab58_z_degraded.jpg,1,car
190,[],0e5cdd71-b3da-4151-9efa-1bc6cc01edb3,yolov5n,"[640, 427]",11270.76,11270.76,154.82,35.49,44.31425644028103,11270.757507511964,2166320847_63a04a9303_z_degraded.jpg,0,car
191,"[['truck', 0.3708055019378662]]",0e5cdd71-b3da-4151-9efa-1bc6cc01edb3,yolov8n,"[640, 427]",11270.76,11270.76,154.82,35.49,44.31425644028103,11270.757507511964,2166320847_63a04a9303_z_degraded.jpg,0,car
192,"[['car', 0.8373548984527588], ['person', 0.7956330180168152], ['boat', 0.5324157476425171]]",a0c38186-8645-462e-9256-bc0666ea2a8b,yolov5n,"[640, 480]",1219.75,1219.75,206.6,23.43,50.983723958333336,1219.7501627360027,432591931_4789d0f0f1_z_degraded.jpg,1,car
